reporting_org_ref,registry_id,org_type,org_name,abbreviation,usability_score,tracker_commit,tracker_spend,latest_txn_year,hq_country,CRS_codes,IATI_organisation_type,IATI_organisation_name,country
GB-CHC-1017255,hi,NGO,Homeless International,, ,,,2017,GB,,International NGO,Homeless International,
GB-CHC-1089490,hhc,NGO,Hope and Homes for Children,, ,,,2021,GB,,International NGO,Hope and Homes for Children,
GB-CHC-1161729,hfc,NGO,Hope for Children,, ,,,2021,GB,,International NGO,Hope for Children,
JO-CCD-200138796,horizons,NGO,Horizons for Green Development,, ,,,2017,JO,,National NGO,Horizons for Green Development,
GB-CHC-1126281,hrf,NGO,Human Relief Foundation,, ,,,2017,GB,,International NGO,Human Relief Foundation,
CH-FDJP-258577051,hqai,NGO,Humanitarian Quality Assurance Initiative,, ,,,2020,CH,,International NGO,Humanitarian Quality Assurance Initiative,
KE-NGC-3372,ke-ngc-3372,NGO,I Choose Life Africa,, ,,,2013,KE,,National NGO,I Choose Life Africa,
GB-CHC-1090745,icauk,NGO,ICA:UK,, ,,,2012,GB,,National NGO,ICA:UK,
NL-KVK-56484038,icco-cooperation,NGO,ICCO Cooperation,, ,,,2021,NL,,International NGO,ICCO Cooperation,
NL-KVK-41188664,ics,NGO,ICS,, ,,,2013,NL,,International NGO,ICS,
US-EIN-23-2220051,ide,NGO,iDE,, ,,,#N/A,US,,International NGO,iDE,
US-EIN-27-3755556,ideo_org,NGO,IDEO.org,, ,,,2013,US,,International NGO,IDEO.org,
NL-KVK-53521129,idh,NGO,"IDH, the Sustainable Trade Initiative",, ,,,2020,NL,,International NGO,"IDH, the Sustainable Trade Initiative",
US-EIN-27-4933181,idinsight,NGO,IDinsight,, ,,,#N/A,US,,International NGO,IDinsight,
DE-CR-BonnVR8726,ifoam,NGO,IFOAM - Organics International,, ,,,#N/A,DE,,International NGO,IFOAM - Organics International,
BE-BCE_KBO-0408908151,idp,NGO,Iles de Paix,, ,,,2020,BE,,National NGO,Iles de Paix,
US-EIN-522112460,us-imawh,NGO,IMA World Health,, ,,,2021,US,,International NGO,IMA World Health,
MZ-MOJ-100717344,imdmozambique,NGO,IMD Mo̤ambique,, ,,,2020,MZ,,National NGO,IMD Mo̤ambique,
XM-OCHA-HPC9829,impact_initiatives,NGO,IMPACT Initiatives,, ,,,2021,CH,,International NGO,IMPACT Initiatives,
NL-KVK-30238214,iw_admin,NGO,Impunity Watch,, ,,,2018,NL,,International NGO,Impunity Watch,
GB-CHC-1150964,inhive,NGO,inHive,, ,,,2020,GB,,International NGO,inHive,
MX-RFC-ICM160118IZ1,icm_mx,NGO,Iniciativa Climatica de Mexico,, ,,,#N/A,MX,,National NGO,Iniciativa Climatica de Mexico,
US-EIN-45-5015494,instiglio,NGO,Instiglio,, ,,,2021,US,,International NGO,Instiglio,
BE-BCE_KBO-0453072647,ifsi_isvi,NGO,Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,, ,,,2021,BE,,National NGO,Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,
BE-BCE_KBO-0445412518,iiwe,NGO,Institute for International Workers Education,, ,,,2021,BE,,National NGO,Institute for International Workers Education,
ID-KHH-AHU17AH0107,elsam,NGO,Institute for Policy Research and Advocacy (ELSAM),, ,,,#N/A,ID,,National NGO,Institute for Policy Research and Advocacy (ELSAM),
ZA-NPO-006-981,issafrica,NGO,Institute for Security Studies,, ,,,2021,ZA,,International NGO,Institute for Security Studies,
GB-CHC-1027201,iwpr,NGO,Institute for War & Peace Reporting,, ,,,#N/A,GB,,International NGO,Institute for War & Peace Reporting,
BR-CNPJ-14.563.354/0001-50,bvrio,NGO,Instituto BVRio,, ,,,2021,BR,,International NGO,Instituto BVRio,
GB-COH-4884328,integrity_action,NGO,Integrity Action,, ,,,2021,GB,,International NGO,Integrity Action,
GB-CHC-1001698,iww_publish,NGO,Interact Worldwide,, ,,,2012,GB,,International NGO,Interact Worldwide,
US-EIN-13-3287064,interaction,NGO,InterAction,, ,,,2017,US,,International NGO,InterAction,
US-EIN-13-3287064NAM,ia_nam,NGO,InterAction's NGO Aid Map,, ,,,2020,US,,International NGO,InterAction's NGO Aid Map,
GB-CHC-1122299,interburns,NGO,interburns,, ,,,2018,GB,,International NGO,interburns,
FI-PRO-143138,kepa,NGO,Kepa ry,, ,,,2015,FI,,National NGO,Kepa ry,
GB-COH-06587734,icn,NGO,InterClimate Network,, ,,,2012,GB,,International NGO,InterClimate Network,
US-EIN-13-3870223,iavi,NGO,International Aids Vaccine Initiative (IAVI),, ,,,#N/A,US,,International NGO,International Aids Vaccine Initiative (IAVI),
XI-GRID-XI-GRID-grid.11142.37,,,,,,,,,,,,,
GB-COH-2153193,international-alert,NGO,International Alert,, ,,,2021,GB,,International NGO,International Alert,
GB-CHC-1187935,icwrsa,NGO,International Campaign Women�s Right to Safe Abortion,, ,,,2021,GB,,National NGO,International Campaign Women�s Right to Safe Abortion,
US-EIN-52-1818273,icnl_org,NGO,International Center for Not-for-Profit Law,, ,,,2021,US,,International NGO,International Center for Not-for-Profit Law,
ZA-NPO-060766,,,,,,,,,,,,,
US-EIN-11-3580024,ictj,NGO,International Center for Transitional Justice,, ,,,2020,US,,International NGO,International Center for Transitional Justice,
NL-KVK-41169161,icdi,NGO,International Child Development Initiatives,, ,,,2020,NL,,International NGO,International Child Development Initiatives,
CH-FDJP-CHE100871337,icva,NGO,International Council of Voluntary Agencies,, ,,,2019,CH,,International NGO,International Council of Voluntary Agencies,
US-EIN-52-5170039,crisisgroup,NGO,International Crisis Group,, ,,,2021,BE,,International NGO,International Crisis Group,
CH-FDJP-66029860165,ida,NGO,INTERNATIONAL DISABILITY ALLIANCE,, ,,,#N/A,CH,,International NGO,INTERNATIONAL DISABILITY ALLIANCE,
CH-FDJP-CHE102197003,ifac,NGO,International Federation of Accountants,, ,,,#N/A,CH,,International NGO,International Federation of Accountants,
XM-DAC-21018,ifrcrcs,NGO,International Federation of the Red Cross and Red Crescent (IFRC),, ,,,2021,CH,,International NGO,International Federation of the Red Cross and Red Crescent (IFRC),
US-EIN-63-0676451,ifdc-us,NGO,International Fertilizer Development Center,, ,,,2020,US,,International NGO,International Fertilizer Development Center,
XI-GRID-grid.419346.d,ifpri,NGO,International Food Policy Research Institute,, ,,,2021,US,,International NGO,International Food Policy Research Institute,
US-EIN-262681792,3ie,NGO,International Initiative for Impact Evaluation,, ,,,2019,US,,International NGO,International Initiative for Impact Evaluation,
dk-cvr-26487013,ims,NGO,International Media Support,, ,,,2021,DK,,International NGO,International Media Support,
GB-CHC-1093861,imc_uk,NGO,International Medical Corps UK,, ,,,2021,GB,,International NGO,International Medical Corps UK,
GB-CHC-1106349,inasp,NGO,International Network for Advancing Science and Policy,, ,,,2021,GB,,International NGO,International Network for Advancing Science and Policy,
GB-COH-08828458,inpud_admin,NGO,International Network of People who Use Drugs (INPUD),, ,,,2020,GB,,International NGO,International Network of People who Use Drugs (INPUD),
GB-CHC-1140276,inso,NGO,International NGO Safety Orgnisation,, ,,,#N/A,GB,,International NGO,International NGO Safety Orgnisation,
GB-CHC-229476,ippf,NGO,International Planned Parenthood Federation,, ,,,2021,GB,,International NGO,International Planned Parenthood Federation,
GB-CHC-1065972,irc_uk,NGO,International Rescue Committee UK,, ,,,2021,GB,,International NGO,International Rescue Committee UK,
GB-CHC-1069182,unais,NGO,International Service,, ,,,2018,GB,,International NGO,International Service,
XM-DAC-45001,itc,NGO,International Trade Centre (ITC),, ,,,2020,CH,,International NGO,International Trade Centre (ITC),
BW-CIPA-CO20151011,itpc,NGO,International Treatment Preparedness Coalition (ITPC),, ,,,2018,BW,,International NGO,International Treatment Preparedness Coalition (ITPC),
AU-ACNC-19242959685,iwda,NGO,International Women's Development Agency,, ,,,2020,AU,,International NGO,International Women's Development Agency,
US-EIN-47-5049026,iyafp,NGO,International Youth Alliance for Family Planning,, ,,,2020,US,,International NGO,International Youth Alliance for Family Planning,
GB-CHC-1148404,ieu,NGO,Internews Europe,, ,,,2021,GB,,International NGO,Internews Europe,
CH-FDJP-CHE109994012,interpeace,NGO,Interpeace,, ,,,#N/A,CH,,International NGO,Interpeace,
IT-CF-97091470589,intersos_main,NGO,INTERSOS Onlus,, ,,,2021,IT,,International NGO,INTERSOS Onlus,
NO-BRC-980997278,idi,NGO,INTOSAI Development Initiative,, ,,,2021,NO,,International NGO,INTOSAI Development Initiative,
GB-CHC-1016676,intrac,NGO,INTRAC,, ,,,2021,GB,,International NGO,INTRAC,
US-EIN-550825466,intrahealth,NGO,IntraHealth International,, ,,,2020,US,,International NGO,IntraHealth International,
GB-CHC-1114944,ip-india,NGO,iPartner India,, ,,,2015,GB,,International NGO,iPartner India,
US-EIN-56-1071085,ipas,NGO,Ipas,, ,,,2021,US,,International NGO,Ipas,
US-EIN-521750875,iraq_foundation,NGO,Iraq Foundation,, ,,,2021,US,,International NGO,Iraq Foundation,
NL-KVK-41151952,irc,NGO,IRC,, ,,,2021,NL,,International NGO,IRC,
US-EIN-22-3087809,irex,NGO,IREX (International Research and Exchange Board),, ,,,#N/A,US,,International NGO,IREX (International Research and Exchange Board),
TZ-TRA-102316134,idydc,NGO,"Iringa Development of Youth, Disabled and Children Care",, ,,,#N/A,TZ,,National NGO,"Iringa Development of Youth, Disabled and Children Care",
GB-CHC-1157722,irise_int,NGO,Irise International,, ,,,2020,GB,,International NGO,Irise International,
GB-CHC-328158,irw,NGO,Islamic Relief Worldwide,, ,,,2021,GB,,International NGO,Islamic Relief Worldwide,
BE-BCE_KBO-0415499795,iteco,NGO,ITECO - Centre de formation pour le d̩veloppement,, ,,,2021,BE,,National NGO,ITECO - Centre de formation pour le d̩veloppement,
NL-KVK-41180885,iucn_nl,NGO,IUCN Nederlands Comit̩,, ,,,#N/A,NL,,International NGO,IUCN Nederlands Comit̩,
GB-CHC-291167,jeevika_trust,NGO,Jeevika Trust,, ,,,2012,GB,,International NGO,Jeevika Trust,
JO-MSD-2011101100001,josa,NGO,Jordan Open Source Association,, ,,,2021,JO,,National NGO,Jordan Open Source Association,
XM-OCHA-HPC3664,jrf,NGO,Jordan River Foundation,, ,,,2020,JO,,National NGO,Jordan River Foundation,
GB-CHC-1114727,jocc_uk,NGO,Joshua Orphan and Community Care,, ,,,2021,,,International NGO,Joshua Orphan and Community Care,
JO-MSD-200159274,jowomenomics,NGO,JoWomenomics,, ,,,2019,JO,,National NGO,JoWomenomics,
US-EIN-06-1597-668,jass,NGO,Just Associates,, ,,,2020,US,,International NGO,Just Associates,
MM-MHA-1/Local/0047,kmss,NGO,Karuna Mission Social Solidarity - KMSS,, ,,,2021,MM,,National NGO,Karuna Mission Social Solidarity - KMSS,
GB-CHC-327461,karuna,NGO,Karuna Trust,, ,,,2012,GB,,International NGO,Karuna Trust,
ID-KHH-6014052331100057,kemitraan,NGO,Kemitraan Bagi Pembaruan Tata Pemerintahan,, ,,,#N/A,ID,,National NGO,Kemitraan Bagi Pembaruan Tata Pemerintahan,
KE-NCB-218/051/15179/10159,kesho_kenya,NGO,Kesho Kenya,, ,,,2018,KE,,National NGO,Kesho Kenya,
GB-CHC-1106156,kidasha,NGO,kidasha,, ,,,2021,GB,,International NGO,kidasha,
XI-IATI-21032,,,,,,,,,,,,,
KE-KRA-P051119468K,kmet,NGO,Kisumu Medical and Education Trust,, ,,,2017,KE,,National NGO,Kisumu Medical and Education Trust,
KE-KRA-P051098561L,kituo,NGO,KITUO CHA SHERIA,, ,,,2021,KE,,National NGO,KITUO CHA SHERIA,
BE-BCE_KBO-0416867297,kiyo,NGO,KIYO,, ,,,2020,BE,,International NGO,KIYO,
BE-BCE_KBO-0421210424,111111_publisher,NGO,Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,, ,,,2021,BE,,National NGO,Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,
GB-CHC-1054369,kwaafrica,NGO,KwaAfrica,, ,,,2017,GB,,International NGO,KwaAfrica,
BE-BCE_KBO-0464147473,lhac,NGO,La��cit̩ et Humanisme en Afrique Centrale (LHAC),, ,,,2021,BE,,National NGO,La��cit̩ et Humanisme en Afrique Centrale (LHAC),
GB-CHC-1101217,lhcf,NGO,LAMB Health Care Foundation,, ,,,2019,GB,,National NGO,LAMB Health Care Foundation,
BE-BCE_KBO-0430826290,mondefemmes,NGO,Le Monde selon les femmes asbl,, ,,,2021,BE,,National NGO,Le Monde selon les femmes asbl,
GB-COH-4075590,lead_international,NGO,LEAD International,, ,,,#N/A,GB,,International NGO,LEAD International,
GB-CHC-1105277,learningforlife,NGO,Learning for Life,, ,,,2018,GB,,International NGO,Learning for Life,
NL-KVK-74799525,law,NGO,Legal Action Worldwide,, ,,,#N/A,NL,,International NGO,Legal Action Worldwide,
GB-CHC-218186,lcd_admin,NGO,Leonard Cheshire Disability,, ,,,2021,GB,,International NGO,Leonard Cheshire Disability,
GB-CHC-213251,lepra,NGO,Lepra,, ,,,2019,GB,,International NGO,Lepra,
BE-BCE_KBO-0460240749,lftw-be,NGO,Light For The World Belgium,, ,,,2021,BE,,National NGO,Light For The World Belgium,
GB-CHC-1048007,lcdi_admin,NGO,Link Community Development International,, ,,,2020,GB,,International NGO,Link Community Development International,
GB-SC-SC037959,lcds,NGO,Link Community Development Scotland,, ,,,2015,GB,,International NGO,Link Community Development Scotland,
GB-CHC-1125512,livelyminds,NGO,Lively Minds,, ,,,2015,GB,,International NGO,Lively Minds,
GB-CHC-800672,livingearth12,NGO,Living Earth Foundation,, ,,,2015,GB,,International NGO,Living Earth Foundation,
XI-IATI-LPI,lpi,NGO,living peace institute,, ,,,2020,CD,,National NGO,living peace institute,
TR-MOI-27-018-163,ldsps,NGO,Local Development and Small Projects Support,, ,,,2016,TR,,National NGO,Local Development and Small Projects Support,
BE-BCE_KBO-0422717486,lc,NGO,Louvain Coop̩ration,, ,,,2019,BE,,National NGO,Louvain Coop̩ration,
GB-COH-1134415,mie-1134415,NGO,MADE in Europe,, ,,,2014,GB,,International NGO,MADE in Europe,
GB-CHC-1083008,mag,NGO,MAG,, ,,,2021,GB,,International NGO,MAG,
MZ-MOJ-F2G1No4,magariro,NGO,Magariro,, ,,,#N/A,MZ,,National NGO,Magariro,
GB-CHC-1099776,malariaconsortium,NGO,Malaria Consortium,, ,,,2021,GB,,International NGO,Malaria Consortium,
IN-,mamta_himc,NGO,MAMTA - Health Institute for Mother and Child,, ,,,#N/A,IN,,National NGO,MAMTA - Health Institute for Mother and Child,
GB-CHC-1126727,mapaction,NGO,MapAction,, ,,,2021,GB,,International NGO,MapAction,
GB-SC-SCO45223,marysmeals,NGO,marysmeals,, ,,,2021,GB,,International NGO,marysmeals,
BE-BCE_KBO-0448723978,msv,NGO,M̩decins Sans Vacances,, ,,,2021,BE,,National NGO,M̩decins Sans Vacances,
CH-FDJP-106064950,medair,NGO,Medair,, ,,,2020,CH,,International NGO,Medair,
BE-BCE_KBO-0460162753,medecins,NGO,Medecins du Monde Belgique - Dokters van de Wereld Belg��e,, ,,,2019,BE,,National NGO,Medecins du Monde Belgique - Dokters van de Wereld Belg��e,
FR-INSEE-32101874900127,mdm-fr,NGO,Medecins du Monde France,, ,,,2020,FR,,International NGO,Medecins du Monde France,
US-EIN-13-4052259,mdif,NGO,Media Development Investment Fund,, ,,,#N/A,US,,International NGO,Media Development Investment Fund,
SL-NRA-1001562-8,mrc-sierra-leone,NGO,"Medical Research Centre (MRC), Sierra Leone",, ,,,#N/A,SL,,National NGO,"Medical Research Centre (MRC), Sierra Leone",
ES-NIF-G79408852,mdm_spain,NGO,Medicos del Mundo,, ,,,2021,ES,,International NGO,Medicos del Mundo,
GB-CHC-1091105,mrf,NGO,Meningitis Research Foundation,, ,,,#N/A,GB,,International NGO,Meningitis Research Foundation,
NL-KVK-41149831,mm1,NGO,Mensen met een Missie,, ,,,2020,NL,,National NGO,Mensen met een Missie,
GB-SC-SC030289,mce,NGO,Mercy Corps Europe,, ,,,2021,GB,,International NGO,Mercy Corps Europe,
US-EIN-91-1148123,mcg,NGO,Mercy Corps Global,, ,,,#N/A,US,,International NGO,Mercy Corps Global,
NL-KVK-70333564,mcn,NGO,Mercy Corps Netherlands,, ,,,2020,NL,,International NGO,Mercy Corps Netherlands,
GB-COH-03147724,msuk,NGO,Mercy Ships UK Limited,, ,,,2021,GB,,International NGO,Mercy Ships UK Limited,
US-EIN-38-2846307,mercy-usa,NGO,Mercy-USA for Aid and Development,, ,,,#N/A,US,,International NGO,Mercy-USA for Aid and Development,
GB-CHC-1120413,mic-uk,NGO,MICAIA,, ,,,2015,GB,,International NGO,MICAIA,
MZ-MOJ100094525,micfound,NGO,Micaia Foundation,, ,,,#N/A,MZ,,National NGO,Micaia Foundation,
GB-CHC-1104287,mlf,NGO,MicroLoan Foundation,, ,,,2015,GB,,International NGO,MicroLoan Foundation,
BE-BCE_KBO-0415426155,mmha,NGO,Miel Maya Honing asbl,, ,,,2021,BE,,National NGO,Miel Maya Honing asbl,
GB-CHC-1038785,mifumi_uk,NGO,Mifumi UK,, ,,,2021,GB,,International NGO,Mifumi UK,
NL-KVK-40530467,foenl,NGO,Milieudefensie,, ,,,2021,NL,,National NGO,Milieudefensie,
GB-CHC-282305,mrg,NGO,Minority Rights Group,, ,,,2021,GB,,International NGO,Minority Rights Group,
DK-CVR-14723692,missioneast,NGO,Mission ��st,, ,,,2021,DK,,International NGO,Mission ��st,
NL-KvK-41177601,mondiaalfnv,NGO,Mondiaal FNV,, ,,,2021,NL,,National NGO,Mondiaal FNV,
ZA-NPO-025-359,m2m_sa,NGO,mothers2mothers,, ,,,2016,ZA,,International NGO,mothers2mothers,
GB-CHC-1079358,motivation,NGO,Motivation,, ,,,2021,GB,,International NGO,Motivation,
GB-COH-1102208,msi,NGO,MSI Reproductive Choices,, ,,,2021,GB,,International NGO,MSI Reproductive Choices,
UG-NGB-0498,mukisa_foundation,NGO,Mukisa Foundation,, ,,,2018,UG,,National NGO,Mukisa Foundation,
MW-MRA-20125995,mmh,NGO,Mulanje Mission Hospital,, ,,,2021,MW,,National NGO,Mulanje Mission Hospital,
GB-CHC-295224,muslimaid,NGO,Muslim Aid,, ,,,2014,GB,,International NGO,Muslim Aid,
LB-MOI-110,rmf-lb,NGO,Rene Moawad Foundation,, ,,,2020,LB,,National NGO,Rene Moawad Foundation,
YE-MSAL-18-2013,mwatana,NGO,Mwatana for Human Rights,, ,,,2021,YE,,National NGO,Mwatana for Human Rights,
XI-IATI-46009,,,,,,,,,,,,,
US-EIN-45-2796201,namati_inc,NGO,"Namati, Inc",, ,,,#N/A,US,,International NGO,"Namati, Inc",
KE-KRA-P051502549C,nchrdk,NGO,National Coalition of Human Rights Defenders - Kenya,, ,,,2019,KE,,National NGO,National Coalition of Human Rights Defenders - Kenya,
US-EIN-20-4451390,nrgi,NGO,Natural Resource Governance Institute (NRGI),, ,,,2018,US,,International NGO,Natural Resource Governance Institute (NRGI),
GH-RGD-CG077262013,ndf_fgm,NGO,Nature and Development Foundation,, ,,,2020,GH,,National NGO,Nature and Development Foundation,
US-EIN-13-1624114,nef_usa,NGO,Near East Foundation (NEF USA),, ,,,#N/A,US,,International NGO,Near East Foundation (NEF USA),
ML-NIF-055000335T,nef_mali,NGO,Near East Foundation Mali (NEF Mali),, ,,,2020,ML,,International NGO,Near East Foundation Mali (NEF Mali),
GB-CHC-1150993,nef-uk,NGO,Near East Foundation UK (NEF UK),, ,,,#N/A,GB,,International NGO,Near East Foundation UK (NEF UK),
NG-CAC-83813,neem,NGO,Neem Foundation,, ,,,2019,NG,,National NGO,Neem Foundation,
NP-SWC-10136,dhrc_nepal,NGO,Nepal Disabled Human Rights Center,, ,,,2019,NP,,National NGO,Nepal Disabled Human Rights Center,
NP-SWC-24,nnjs_nepal,NGO,Nepal Netra Jyoti Sangh,, ,,,2021,NP,,National NGO,Nepal Netra Jyoti Sangh,
NL-KVK-27189542,nimd-hq,NGO,Netherlands Institute for Multiparty Democracy (NIMD),, ,,,2021,NL,,International NGO,Netherlands Institute for Multiparty Democracy (NIMD),
NL-KVK-40409352,nlrc,NGO,Netherlands Red Cross,, ,,,2021,NL,,International NGO,Netherlands Red Cross,
GB-CHC-1120932,network4africa,NGO,Network for Africa,, ,,,2016,GB,,International NGO,Network for Africa,
IN-MHA-337680017,needs,NGO,Network For Enterprise Enhancement and Development Support,, ,,,2017,IN,,National NGO,Network For Enterprise Enhancement and Development Support,
NP-DAO-27-689/063/064,nfn,NGO,NGO Federation of Nepal,, ,,,2012,NP,,National NGO,NGO Federation of Nepal,
BE-BCE_KBO-0449400604,ngo-federatie,NGO,Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),, ,,,2020,BE,,National NGO,Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),
NG-CAC-73022,ndsicde,NGO,Niger Delta Stakeholders Initiative for Community Development and Empowerment,, ,,,2021,NG,,National NGO,Niger Delta Stakeholders Initiative for Community Development and Empowerment,
MW-MRA-20123139,nmhiati,NGO,NKHOMA MISSION HOSPITAL,, ,,,2020,MW,,National NGO,NKHOMA MISSION HOSPITAL,
NL-KVK-41199723,nlr,NGO,NLR,, ,,,2020,NL,,International NGO,NLR,
ID-KHH-5018112631240040,nlr_indonesia,NGO,NLR Indonesia,, ,,,2021,ID,,National NGO,NLR Indonesia,
SS-RRC-004,npss,NGO,Nonviolent Peaceforce South Sudan,, ,,,#N/A,SS,,International NGO,Nonviolent Peaceforce South Sudan,
GH-DSW-4834,norsaac,NGO,NORSAAC,, ,,,#N/A,GH,,National NGO,NORSAAC,
GH-DSW-2000,nned,NGO,Northern Network for Education Development,, ,,,2019,GH,,National NGO,Northern Network for Education Development,
KE-KRA-P051311853T,nrt-kenya,NGO,Northern Rangelands Trust,, ,,,#N/A,KE,,National NGO,Northern Rangelands Trust,
NO-BRC-871033552,npa,NGO,Norwegian People's Aid,, ,,,2021,NO,,International NGO,Norwegian People's Aid,
NO-BRC-977538319,nrc,NGO,Norwegian Refugee Council,, ,,,2021,NO,,International NGO,Norwegian Refugee Council,
NL-KVK-56185154,npm,NGO,"NpM, Platform for Inclusive Finance",, ,,,2018,NL,,National NGO,"NpM, Platform for Inclusive Finance",
CA-CRA_ACR-869974816,nutritionintl,NGO,Nutrition International,, ,,,2021,CA,,International NGO,Nutrition International,
ZA-CIP-2005-028883-23,okapiconsulting,NGO,Okapi Consulting,, ,,,#N/A,ZA,,International NGO,Okapi Consulting,
NG-CAC-IT-NO96562,olammacares,NGO,Olamma Cares Foundation,, ,,,2020,NG,,National NGO,Olamma Cares Foundation,
US-DOS-64562614,oneacrefund,NGO,One Acre Fund,, ,,,2019,,,International NGO,One Acre Fund,
GB-CHC-1086159,onetoonecf,NGO,One to One Children's Fund,, ,,,2017,GB,,International NGO,One to One Children's Fund,
GB-CHC-1147298,oyw,NGO,One Young World,, ,,,2019,GB,,National NGO,One Young World,
BJ-IFU-6201200599008,alcrer-1,NGO,ONG ALCRER,, ,,,2020,BJ,,National NGO,ONG ALCRER,
CA-CRA_ACR-805837713,opennorth,NGO,OpenNorth,, ,,,#N/A,CA,,International NGO,OpenNorth,
GB-COH-05322719,opportunity-international-uk,NGO,Opportunity International UK,, ,,,2021,GB,,International NGO,Opportunity International UK,
ZA-PBO-930040668,orbis_africa,NGO,Orbis Africa,, ,,,2019,ZA,,International NGO,Orbis Africa,
GB-CHC-1061352,orbis_uk,NGO,Orbis Charitable Trust,, ,,,2021,GB,,International NGO,Orbis Charitable Trust,
ET-CSA-1063,orbis_ethiopia,NGO,Orbis Ethiopia,, ,,,2021,ET,,National NGO,Orbis Ethiopia,
US-EIN-237297651,orbis_international,NGO,Orbis International,, ,,,2021,US,,International NGO,Orbis International,
US-EIN-23-7069110,oxfamus,NGO,Oxfam America,, ,,,2020,US,,International NGO,Oxfam America,
AU-ACNC-18055208636,oau,NGO,Oxfam Australia,, ,,,2021,AU,,International NGO,Oxfam Australia,
GB-CHC-202918,oxfamgb,NGO,Oxfam GB,, ,,,2021,GB,,International NGO,Oxfam GB,
DK-CVR-88136411,ibis_denmark,NGO,Oxfam IBIS,, ,,,2021,DK,,International NGO,Oxfam IBIS,
IN-MCA-U74999DL2004NPL131340,oxfamindia,NGO,Oxfam India,, ,,,2015,IN,,National NGO,Oxfam India,
ES-CIF-G-8236803,oxfamintermon,NGO,Oxfam Interm�_n,, ,,,#N/A,ES,,International NGO,Oxfam Interm�_n,
NL-KVK-27108436,onl,NGO,Oxfam Novib,, ,,,2021,NL,,International NGO,Oxfam Novib,
BE-BCE_KBO-0408643875,oxsol,NGO,Oxfam Solidarit̩-Solidariteit,, ,,,2021,BE,,National NGO,Oxfam Solidarit̩-Solidariteit,
BE-BCE_KBO-0415365777,oww,NGO,Oxfam Wereldwinkels,, ,,,2021,BE,,National NGO,Oxfam Wereldwinkels,
BE-BCE_KBO-0416486821,omdm,NGO,Oxfam-Magasins du monde (omdm),, ,,,2021,BE,,National NGO,Oxfam-Magasins du monde (omdm),
CA-CRA_ACR-119075091,oqc,NGO,Oxfam-Quebec,, ,,,2021,CA,,International NGO,Oxfam-Quebec,
US-EIN-13-2702768,pact,NGO,Pact,, ,,,#N/A,US,,International NGO,Pact,
MW-NBM-NGO/L/18/024,pacam,NGO,Palliative Care Association of Malawi,, ,,,2021,MW,,National NGO,Palliative Care Association of Malawi,
MW-RG-2977,pcst,NGO,Palliative Care Support Trust,, ,,,2021,MW,,National NGO,Palliative Care Support Trust,
KE-NCB-OP218051200904966065,pacja,NGO,Pan African Climate Justice Alliance,, ,,,#N/A,KE,,International NGO,Pan African Climate Justice Alliance,
DK-CVR-44623528,cowi,Other,COWI,, ,,,2021,DK,,Other Public Sector,COWI,
SN-NINEA-621108990A0,ipao,NGO,Panos Institute West Africa (PIWA),, ,,,2019,SN,,International NGO,Panos Institute West Africa (PIWA),
NG-CAC-30547,paradigm,NGO,Paradigm Initiative,, ,,,2020,NG,,International NGO,Paradigm Initiative,
NL-KVK-34214586,partos_nl,NGO,partos,, ,,,2020,NL,,National NGO,partos,
KE-NCB-KENCBOP218051200802235390,pgi_kenya,NGO,Pastoralist Girls Initiative,, ,,,#N/A,KE,,National NGO,Pastoralist Girls Initiative,
US-EIN-91-1157127,_path_,NGO,PATH,, ,,,2021,US,,International NGO,PATH,
US-EIN-53-0235320,pathfinder1,NGO,Pathfinder International,, ,,,2021,US,,International NGO,Pathfinder International,
NL-KVK-30214009,pax,NGO,PAX,, ,,,2021,NL,,International NGO,PAX,
GB-CHC-1123241,peacedirect,NGO,Peace Direct,, ,,,#N/A,,,International NGO,Peace Direct,
GB-CHC-1126550,peas,NGO,PEAS (Promoting Equality in African Schools),, ,,,2019,GB,,International NGO,PEAS (Promoting Equality in African Schools),
GB-COH-04154075,pri,NGO,Penal Reform International,, ,,,2020,GB,,International NGO,Penal Reform International,
GB-CHC-1078768,peopleinaid,NGO,People In Aid,, ,,,2013,GB,,International NGO,People In Aid,
CZ-ICO-25755277,pin,NGO,People in Need,, ,,,2021,CZ,,International NGO,People in Need,
NP-DAO-531/062/063,phase-nepal,NGO,PHASE Nepal,, ,,,#N/A,NP,,National NGO,PHASE Nepal,
GB-CHC-1112734,phase_worldwide,NGO,PHASE Worldwide,, ,,,2021,GB,,International NGO,PHASE Worldwide,
BE-BCE_KBO-0425420917,pib,NGO,Plan International Belgium,, ,,,2020,BE,,National NGO,Plan International Belgium,
FI-PRO-1498487-2,planinternationalfinland,NGO,Plan International Finland,, ,,,#N/A,FI,,International NGO,Plan International Finland,
NL-KVK-41198890,plannlno,NGO,Plan International Netherlands,, ,,,2021,NL,,International NGO,Plan International Netherlands,
GB-COH-1364201,plan_uk,NGO,Plan International UK,, ,,,2021,GB,,International NGO,Plan International UK,
